"Sampleid","Purity","Ploidy","Sex","Contamination","Flagged","Failed","Curated","Comment"
"Sample1",0.65,1.73457178039249,"?",0,TRUE,FALSE,FALSE,"EXCESSIVE LOSSES;EXCESSIVE LOH"
